SHG_Name,Date_of_Establishment,Number_of_Members,Sector,Annual_Revenue,Annual_Profit,Expenses,Loan_Amount,Loan_Repayment_Status,Projects_Completed,Success_Rate,Geographical_Area,Market_Reach,Training_Programs_Attended,Community_Impact,Awards_Recognitions,Economic_Conditions,Government_Support,Market_Trends,Credit_Score
SHG_186,2015-07-31,41,Services,35522,12536,38328,13992,Paid,17,0.9931233359757008,Urban,National,1,Medium,National,Average,Medium,Upward,3
SHG_187,2015-08-31,13,Agriculture,75155,14547,17329,11861,Pending,16,0.7073679134837355,Rural,Local,2,Medium,National,Good,Low,Upward,7
SHG_188,2015-09-30,20,Services,65168,19259,30169,12464,Pending,11,0.8769325369184625,Rural,National,3,Medium,Local,Poor,Medium,Upward,6
SHG_189,2015-10-31,26,Agriculture,62487,2763,26932,1633,Paid,13,0.9357342106882669,Rural,Regional,4,Medium,National,Poor,Low,Downward,5
SHG_190,2015-11-30,47,Agriculture,22342,9712,39594,17901,Pending,18,0.8394892465190209,Urban,Local,0,Medium,None,Poor,High,Stable,2
SHG_191,2015-12-31,33,Agriculture,50806,6797,16421,12485,Paid,11,0.705932370208748,Urban,Regional,6,High,National,Good,Medium,Downward,5
SHG_192,2016-01-31,14,Handicrafts,58770,10208,12629,10849,Paid,12,0.8767973153728765,Rural,Local,9,High,None,Poor,Low,Upward,6
SHG_193,2016-02-29,43,Handicrafts,88623,6109,13325,3648,Pending,6,0.6018335688863424,Urban,National,6,Medium,National,Poor,Medium,Upward,8
SHG_194,2016-03-31,15,Services,85629,17500,33495,15177,Paid,9,0.6637760825900663,Urban,Local,8,High,National,Poor,Medium,Stable,7
SHG_195,2016-04-30,31,Agriculture,62603,3433,36750,13140,Default,16,0.7733426275496444,Rural,Local,3,High,None,Average,Low,Upward,5
SHG_196,2016-05-31,20,Agriculture,91974,17967,34619,17921,Default,4,0.7877046936430742,Rural,National,5,Medium,National,Good,Medium,Downward,8
SHG_197,2016-06-30,25,Handicrafts,36399,5167,45461,14357,Pending,3,0.5110707377363147,Urban,Regional,1,High,National,Good,Medium,Downward,2
SHG_198,2016-07-31,42,Agriculture,95382,18773,13264,13368,Pending,16,0.9725570943780044,Rural,National,3,High,National,Good,Medium,Stable,9
SHG_199,2016-08-31,18,Handicrafts,91244,9357,17686,3137,Paid,12,0.848313635608695,Rural,Local,1,High,Local,Average,Medium,Downward,8
SHG_200,2016-09-30,15,Agriculture,86534,7154,29226,97,Paid,11,0.7478518751159455,Rural,National,9,Medium,None,Good,High,Downward,7
SHG_201,2016-10-31,25,Services,65106,9920,11721,11407,Paid,5,0.9665636172041542,Urban,Local,4,High,National,Average,Medium,Downward,6
SHG_202,2016-11-30,38,Agriculture,40678,19427,25609,12722,Paid,18,0.7195477826254142,Urban,National,6,Low,None,Average,Medium,Downward,4
SHG_203,2016-12-31,12,Agriculture,86218,18162,12373,12924,Default,19,0.9902177851351859,Urban,National,0,Low,None,Good,Low,Upward,8
SHG_204,2017-01-31,29,Handicrafts,73230,1213,43675,3750,Default,6,0.7561423786217425,Rural,Regional,9,Medium,None,Poor,High,Downward,5
SHG_205,2017-02-28,45,Agriculture,84055,4762,33937,8535,Pending,18,0.5571428849989897,Urban,Local,9,Low,National,Poor,Low,Stable,7
SHG_206,2017-03-31,28,Agriculture,66373,14399,10656,4666,Paid,6,0.8824004862296386,Rural,Regional,6,Medium,National,Good,Low,Stable,7
SHG_207,2017-04-30,35,Handicrafts,41480,10768,13984,16009,Paid,4,0.8394488625389203,Urban,Local,9,Low,None,Good,Low,Downward,4
SHG_208,2017-05-31,12,Services,95230,11640,34984,16994,Pending,12,0.8864933606527934,Urban,National,5,Low,Local,Average,High,Stable,7
SHG_209,2017-06-30,28,Services,78836,7731,13286,1727,Paid,19,0.9757210143628405,Rural,Local,5,Low,None,Good,Low,Downward,8
SHG_210,2017-07-31,29,Handicrafts,82258,6791,10901,1854,Paid,2,0.8882446513255091,Urban,Regional,7,Medium,Local,Average,Low,Stable,8
SHG_211,2017-08-31,41,Handicrafts,49986,16822,36552,10800,Paid,17,0.8056683011083234,Rural,Regional,7,Medium,None,Good,Low,Stable,4
SHG_212,2017-09-30,16,Handicrafts,34160,9783,30709,5055,Paid,11,0.9286544511804204,Urban,Regional,5,High,None,Poor,Medium,Downward,3
SHG_213,2017-10-31,42,Handicrafts,95595,14621,36055,10271,Paid,11,0.8366232196772658,Urban,Local,2,Medium,None,Poor,Low,Downward,8
SHG_214,2017-11-30,49,Handicrafts,89111,17019,42685,18708,Pending,16,0.7040595284129616,Rural,Regional,4,Low,National,Good,High,Upward,7
SHG_215,2017-12-31,48,Services,74929,3720,13429,12819,Paid,2,0.9428098821208866,Rural,Regional,1,Low,Local,Average,High,Downward,7
SHG_216,2018-01-31,27,Services,83506,9905,19716,9369,Pending,2,0.6109502303921864,Rural,Regional,4,Medium,Local,Poor,Medium,Downward,7
SHG_217,2018-02-28,49,Handicrafts,44911,10127,16138,9283,Paid,8,0.857320637454362,Urban,National,8,Medium,None,Average,High,Upward,5
SHG_218,2018-03-31,10,Agriculture,97127,17385,40298,13171,Default,13,0.9407817274703785,Urban,National,9,Medium,National,Good,High,Downward,8
SHG_219,2018-04-30,20,Handicrafts,41821,7368,28429,5774,Default,10,0.8656582598516481,Urban,Local,0,High,National,Good,Medium,Downward,4
SHG_220,2018-05-31,37,Agriculture,85039,15056,10772,6519,Default,8,0.8486377095269284,Rural,Local,9,Low,Local,Poor,Low,Upward,8
SHG_221,2018-06-30,34,Handicrafts,70535,13236,40732,10983,Default,4,0.876319147035918,Rural,Regional,4,High,National,Good,Medium,Downward,6
SHG_222,2018-07-31,32,Handicrafts,94458,19333,44905,18133,Pending,15,0.7325276241503222,Rural,National,5,High,Local,Poor,Low,Downward,7
SHG_223,2018-08-31,40,Services,22175,15451,22347,14939,Pending,1,0.9370853410785129,Urban,Regional,6,Low,Local,Average,Low,Upward,3
SHG_224,2018-09-30,39,Agriculture,64771,18301,21920,781,Paid,11,0.6017182375680457,Urban,Regional,8,Low,Local,Poor,High,Upward,7
SHG_225,2018-10-31,44,Agriculture,96925,11433,36822,16282,Default,7,0.5636932080001696,Rural,National,5,Medium,National,Poor,Medium,Stable,8
SHG_226,2018-11-30,16,Services,76358,16525,45108,6823,Pending,17,0.6427543900592558,Urban,National,4,Medium,Local,Average,High,Downward,6
SHG_227,2018-12-31,25,Services,27327,1089,28563,18489,Paid,18,0.7657886983874966,Rural,National,6,High,Local,Poor,High,Stable,2
SHG_228,2019-01-31,35,Services,57057,19093,12967,7193,Paid,12,0.755280897704669,Urban,Local,0,Medium,None,Poor,Low,Stable,6
SHG_229,2019-02-28,11,Services,16150,11361,16871,2113,Pending,9,0.9102993788382934,Urban,Local,4,Medium,Local,Good,High,Upward,3
SHG_230,2019-03-31,10,Agriculture,14425,17369,33763,16280,Default,5,0.7022843282020087,Rural,Regional,1,Low,Local,Average,Medium,Downward,2
SHG_231,2019-04-30,21,Agriculture,26032,4041,16916,13565,Paid,10,0.7421722131457543,Urban,Local,3,Low,None,Poor,High,Downward,3
SHG_232,2019-05-31,14,Handicrafts,12198,1105,13734,10183,Default,4,0.5066838416296978,Urban,National,6,Medium,None,Average,High,Upward,2
SHG_233,2019-06-30,46,Handicrafts,70500,10078,38613,17961,Default,5,0.7048696182214695,Rural,National,4,Low,National,Average,Low,Stable,5
SHG_234,2019-07-31,41,Services,63394,19279,33179,9203,Default,10,0.8238871164751711,Rural,Local,5,Medium,Local,Poor,Medium,Upward,6
SHG_235,2019-08-31,18,Services,30079,7090,40262,18658,Paid,11,0.5077541653132961,Urban,Regional,1,Low,National,Good,High,Downward,2
SHG_236,2019-09-30,44,Services,46220,7082,17677,15795,Default,10,0.6404409825931219,Rural,Regional,2,Low,National,Average,Low,Upward,4
SHG_237,2019-10-31,28,Handicrafts,51874,18018,23268,18810,Paid,8,0.603978179644695,Urban,Local,6,Low,None,Poor,High,Downward,5
SHG_238,2019-11-30,25,Handicrafts,23859,2925,17330,13489,Default,2,0.5209927144547941,Rural,Regional,1,Low,National,Average,Medium,Stable,3
SHG_239,2019-12-31,12,Handicrafts,60460,19440,25733,5546,Paid,8,0.7396300449572688,Urban,Regional,5,Medium,Local,Good,High,Downward,6
SHG_240,2020-01-31,29,Handicrafts,41419,7917,42947,6852,Default,16,0.5908616466140783,Urban,Regional,4,High,None,Good,High,Stable,3
SHG_241,2020-02-29,33,Handicrafts,18705,1552,32286,2551,Pending,5,0.8715407698156901,Rural,National,9,Low,Local,Good,Low,Stable,2
SHG_242,2020-03-31,42,Handicrafts,52880,4911,11610,6411,Default,3,0.9239639418816743,Urban,National,0,Medium,Local,Poor,High,Downward,5
SHG_243,2020-04-30,33,Handicrafts,33236,4389,11430,16391,Default,12,0.7727925913345739,Urban,Local,9,Medium,None,Poor,Low,Downward,4
SHG_244,2020-05-31,20,Services,97955,14629,44922,18939,Paid,13,0.9908536712605708,Rural,National,3,Low,Local,Good,Medium,Stable,7
SHG_245,2020-06-30,17,Services,95514,3430,18828,475,Paid,13,0.7252392857352976,Rural,Regional,1,High,None,Poor,High,Upward,8
SHG_246,2020-07-31,45,Services,25358,1458,47913,10403,Default,10,0.7566841051124578,Urban,National,3,Low,Local,Good,Medium,Downward,1
SHG_247,2020-08-31,47,Services,86918,14395,36497,7239,Pending,4,0.994608876978875,Rural,Local,0,Medium,None,Poor,Medium,Stable,7
SHG_248,2020-09-30,49,Handicrafts,24596,1207,44256,6710,Pending,9,0.6157742179825244,Rural,National,1,High,National,Good,High,Stable,1
SHG_249,2020-10-31,29,Agriculture,43572,1899,41618,8078,Paid,2,0.9712729698384526,Urban,Regional,7,Medium,Local,Average,Low,Upward,3
SHG_250,2020-11-30,44,Handicrafts,88757,12653,31526,2285,Pending,19,0.5214187775595567,Urban,Regional,5,Low,None,Good,Medium,Downward,8
SHG_251,2020-12-31,34,Agriculture,11279,17405,35158,5223,Default,1,0.7231934451315973,Rural,Local,1,High,Local,Good,Medium,Stable,2
SHG_252,2021-01-31,44,Services,73197,9601,30032,13521,Paid,7,0.5350017560665329,Rural,National,5,Medium,Local,Poor,High,Upward,6
SHG_253,2021-02-28,34,Handicrafts,72516,1894,42846,14889,Default,17,0.8646173714568215,Rural,National,9,Medium,Local,Poor,High,Stable,5
SHG_254,2021-03-31,38,Services,17083,1514,49936,6971,Paid,3,0.8042044679400089,Urban,National,8,Medium,None,Poor,High,Downward,1
SHG_255,2021-04-30,27,Handicrafts,27771,5109,34794,19909,Paid,3,0.8533171317337982,Urban,Regional,6,Low,National,Poor,High,Upward,2
SHG_256,2021-05-31,27,Services,39975,14258,10448,11531,Paid,3,0.6872401999840085,Urban,Local,8,High,National,Poor,High,Stable,5
SHG_257,2021-06-30,11,Agriculture,55648,16313,33861,14721,Paid,17,0.6847409670156901,Urban,National,4,Low,National,Poor,High,Upward,5
SHG_258,2021-07-31,44,Agriculture,58285,16349,33141,19206,Pending,7,0.5226596394804472,Urban,Regional,6,Low,None,Average,Low,Downward,5
SHG_259,2021-08-31,25,Agriculture,29063,8179,14074,4943,Default,14,0.6749724697648198,Urban,Regional,6,Low,National,Good,Medium,Upward,4
SHG_260,2021-09-30,45,Handicrafts,77642,11326,11406,6530,Default,17,0.9646442011310297,Urban,Regional,2,High,None,Good,Low,Downward,8
SHG_261,2021-10-31,42,Agriculture,96143,12787,36823,11116,Default,18,0.6896132685902245,Rural,National,6,Low,Local,Good,Low,Stable,8
SHG_262,2021-11-30,13,Handicrafts,47599,2560,28291,258,Paid,13,0.915683853110985,Rural,National,0,Low,Local,Average,High,Downward,4
SHG_263,2021-12-31,42,Agriculture,61920,14612,46568,282,Pending,18,0.921162752374967,Urban,National,8,Low,National,Good,Medium,Stable,5
SHG_264,2022-01-31,23,Agriculture,38529,18650,37003,13937,Default,4,0.6866205781896169,Urban,National,9,Low,None,Average,Low,Stable,4
SHG_265,2022-02-28,30,Handicrafts,45954,5780,39406,1898,Pending,1,0.8159943401980945,Urban,National,5,Medium,Local,Average,High,Downward,4
SHG_266,2022-03-31,29,Handicrafts,37856,19311,28312,4135,Paid,18,0.5476858011365293,Rural,National,4,Low,None,Average,High,Stable,4
SHG_267,2022-04-30,17,Agriculture,12573,12894,48108,6629,Default,1,0.5518392903671383,Urban,National,6,Medium,None,Good,Medium,Upward,1
SHG_268,2022-05-31,16,Handicrafts,88344,3356,6382,11168,Pending,13,0.5243288318308567,Rural,National,4,Low,Local,Average,Low,Stable,8
SHG_269,2022-06-30,12,Agriculture,45367,5790,39171,19584,Paid,10,0.7905075466875547,Rural,National,9,High,None,Good,Low,Downward,3
SHG_270,2022-07-31,26,Handicrafts,70774,17690,46779,612,Pending,11,0.7130354888130486,Rural,Regional,4,Medium,Local,Good,Low,Upward,6
SHG_271,2022-08-31,42,Services,33752,11181,8292,14203,Default,9,0.77401617833212,Rural,National,9,Medium,Local,Poor,High,Upward,4
SHG_272,2022-09-30,21,Services,65029,8057,46779,17071,Default,9,0.7605365952541939,Rural,Local,6,Medium,Local,Poor,Medium,Stable,4
SHG_273,2022-10-31,31,Services,27685,17082,38187,2307,Paid,5,0.6751014955453651,Urban,Regional,9,Medium,None,Average,Medium,Stable,3
SHG_274,2022-11-30,31,Services,61693,1661,17411,7133,Paid,1,0.8387367074117364,Urban,National,6,High,Local,Average,Low,Downward,6
SHG_275,2022-12-31,39,Services,65961,5644,42285,11205,Paid,17,0.8792509404581954,Rural,Local,2,Low,None,Good,High,Upward,5
SHG_276,2023-01-31,47,Agriculture,86908,16711,20422,5906,Pending,2,0.5073141294388379,Urban,National,2,Medium,Local,Average,Low,Downward,8
SHG_277,2023-02-28,47,Services,84532,3920,47468,2591,Pending,13,0.6036211498844392,Rural,Local,9,High,Local,Average,Medium,Stable,6
SHG_278,2023-03-31,17,Services,91994,17002,37371,15149,Pending,9,0.8566179340416684,Rural,Local,2,Medium,National,Good,High,Upward,7
SHG_279,2023-04-30,36,Services,66133,15025,10693,12150,Paid,4,0.693310086316917,Urban,Local,5,Low,National,Average,Low,Downward,7
SHG_280,2023-05-31,36,Services,71268,9946,38535,7183,Default,5,0.8312419734708041,Urban,Local,5,Medium,National,Average,Low,Downward,6
SHG_281,2023-06-30,43,Handicrafts,48243,13732,19818,10102,Default,11,0.6734813298672793,Urban,Regional,2,High,None,Good,High,Downward,5
SHG_282,2023-07-31,30,Agriculture,67384,7236,36238,19988,Pending,19,0.6953775761648185,Urban,Regional,2,Low,None,Good,Medium,Downward,5
SHG_283,2023-08-31,39,Services,41653,17309,35874,17053,Pending,3,0.5793394368448425,Urban,Local,7,High,Local,Poor,High,Downward,4
SHG_284,2023-09-30,42,Services,36657,14518,31715,1283,Default,12,0.6291155098330801,Rural,National,7,Low,Local,Good,Low,Upward,4
SHG_285,2023-10-31,37,Services,49952,1352,32605,923,Default,19,0.8027058787537936,Urban,Local,6,Low,Local,Poor,Low,Downward,4
SHG_286,2023-11-30,42,Agriculture,32180,8005,39317,1125,Pending,19,0.7165815556575832,Urban,Regional,9,Low,Local,Average,Low,Upward,3
SHG_287,2023-12-31,14,Handicrafts,88411,15036,36174,1529,Pending,13,0.8871513414722976,Urban,National,3,Medium,None,Good,Low,Downward,7
SHG_288,2024-01-31,28,Agriculture,11622,17542,14956,8438,Default,7,0.9262924774691714,Rural,Regional,3,High,Local,Good,Medium,Stable,3
SHG_289,2024-02-29,13,Handicrafts,58756,1956,43908,16154,Paid,15,0.77082320910838,Urban,Regional,2,High,Local,Good,Medium,Stable,4
SHG_290,2024-03-31,44,Services,50809,3071,15837,8004,Pending,7,0.8791336460280296,Rural,National,4,High,National,Average,Low,Downward,5
SHG_291,2024-04-30,26,Services,26725,9595,8716,9752,Default,8,0.653452256597285,Urban,Local,2,Low,Local,Poor,Medium,Stable,4
SHG_292,2024-05-31,37,Agriculture,71396,16140,9481,10592,Default,5,0.7074856077000391,Urban,Local,7,Medium,Local,Average,Medium,Upward,7
SHG_293,2024-06-30,39,Agriculture,61226,13803,29282,3864,Default,14,0.8563888381084155,Rural,Local,6,Low,Local,Average,Medium,Downward,6
SHG_294,2024-07-31,38,Handicrafts,91182,4453,11548,226,Default,4,0.6931059964085153,Urban,Local,2,High,None,Good,Low,Upward,8
SHG_295,2024-08-31,15,Handicrafts,92565,7675,42605,15036,Paid,10,0.7942524675794944,Urban,National,8,Medium,National,Poor,High,Downward,7
SHG_296,2024-09-30,44,Agriculture,39402,1955,12758,11739,Default,15,0.5926863895412557,Rural,National,4,Medium,Local,Average,High,Stable,4
SHG_297,2024-10-31,46,Handicrafts,14263,7295,48668,16648,Pending,18,0.799885657485249,Urban,National,8,Medium,Local,Good,High,Upward,1
SHG_298,2024-11-30,33,Agriculture,56828,16921,28177,9587,Paid,13,0.9307568536134467,Rural,Regional,6,High,National,Average,Low,Stable,5
SHG_299,2024-12-31,38,Handicrafts,57924,19096,29022,11749,Default,8,0.9343198199117129,Rural,National,6,Medium,Local,Average,Medium,Stable,5
SHG_300,2025-01-31,40,Agriculture,84182,16282,45761,645,Paid,9,0.8621722031647698,Rural,Local,5,Medium,None,Good,Medium,Downward,7
SHG_301,2025-02-28,44,Agriculture,69052,5703,10542,16299,Pending,16,0.8728766895380631,Rural,Regional,1,Low,Local,Good,Low,Upward,6
SHG_302,2025-03-31,42,Agriculture,21664,7563,30476,19374,Default,19,0.7789637225753503,Rural,Local,8,Low,None,Poor,Low,Stable,2
SHG_303,2025-04-30,30,Handicrafts,45737,13003,35784,13675,Pending,16,0.7923340450829124,Urban,Local,5,Medium,None,Average,High,Downward,4
SHG_304,2025-05-31,41,Handicrafts,99563,11817,27740,18888,Default,7,0.566825290705259,Urban,National,7,Medium,Local,Good,High,Downward,8
SHG_305,2025-06-30,32,Handicrafts,39373,12171,29817,10964,Default,14,0.7219295942106505,Urban,National,0,Low,National,Good,Low,Downward,4
SHG_306,2025-07-31,42,Agriculture,46397,13582,21052,16087,Default,14,0.7253881419431819,Rural,Local,4,Low,None,Poor,High,Stable,5
SHG_307,2025-08-31,12,Handicrafts,96145,13201,40153,13537,Default,4,0.9792489178338701,Rural,Local,0,Low,National,Poor,Medium,Downward,7
SHG_308,2025-09-30,27,Handicrafts,48709,18778,5671,13269,Default,15,0.7155434313116447,Rural,Regional,9,High,Local,Good,Low,Upward,6
SHG_309,2025-10-31,34,Agriculture,71120,13473,5163,9346,Paid,3,0.7746713224513788,Rural,National,7,High,None,Poor,Low,Upward,7
SHG_310,2025-11-30,40,Services,29250,10461,46424,587,Default,5,0.7666256996395513,Urban,Regional,7,Low,Local,Good,Medium,Stable,2
SHG_311,2025-12-31,12,Agriculture,31172,16596,49002,12763,Default,1,0.8183808585221636,Urban,Regional,0,Medium,National,Average,Medium,Upward,2
SHG_312,2026-01-31,49,Handicrafts,21555,1529,9795,9177,Paid,3,0.874116415665948,Rural,Regional,8,Low,Local,Poor,Medium,Downward,3
SHG_313,2026-02-28,33,Agriculture,97410,13765,15634,4079,Paid,15,0.6125209380854361,Rural,Local,1,High,Local,Average,High,Stable,9
SHG_314,2026-03-31,41,Services,88617,14910,9798,3348,Paid,8,0.7643622095492179,Urban,Regional,8,Medium,None,Average,Low,Downward,9
SHG_315,2026-04-30,31,Agriculture,63276,12561,27420,18099,Paid,4,0.9129588536580152,Rural,Regional,0,High,Local,Average,High,Stable,5
SHG_316,2026-05-31,32,Handicrafts,67492,10131,34300,10785,Paid,2,0.7315573569187557,Rural,Local,9,Medium,Local,Good,Medium,Stable,5
SHG_317,2026-06-30,11,Services,63002,1525,29345,12328,Paid,10,0.6392287731867865,Rural,National,8,High,Local,Average,High,Downward,5
SHG_318,2026-07-31,36,Handicrafts,99599,17385,15749,6450,Default,4,0.8273545376781495,Urban,National,3,Medium,None,Average,Medium,Upward,9
SHG_319,2026-08-31,11,Services,82355,1374,43595,13230,Default,3,0.9118836978995615,Urban,Regional,8,Medium,National,Average,High,Upward,6
SHG_320,2026-09-30,35,Services,34762,13197,30121,5433,Pending,2,0.5315701464636957,Rural,Local,6,Medium,National,Good,High,Stable,4
SHG_321,2026-10-31,26,Agriculture,21046,5648,42487,1098,Default,17,0.8883952417036136,Urban,National,5,Medium,Local,Average,Medium,Downward,2
SHG_322,2026-11-30,49,Agriculture,38769,3365,33411,7096,Default,13,0.9108239664808856,Rural,Regional,4,High,None,Average,High,Downward,3
SHG_323,2026-12-31,42,Handicrafts,63302,18909,38361,18710,Paid,5,0.7307614637943034,Rural,Regional,8,High,Local,Poor,Low,Stable,5
SHG_324,2027-01-31,18,Agriculture,33150,2646,26223,11439,Paid,9,0.9916528284092336,Urban,Local,1,Medium,National,Good,High,Upward,3
SHG_325,2027-02-28,48,Agriculture,78247,1013,12394,9087,Default,6,0.8933541703536545,Rural,Regional,1,Medium,None,Average,High,Downward,7
SHG_326,2027-03-31,38,Services,14853,5599,19056,16021,Pending,5,0.8868312824478328,Rural,National,8,High,National,Poor,Low,Upward,2
SHG_327,2027-04-30,35,Agriculture,99399,3278,33380,6416,Paid,10,0.873919287206036,Urban,Local,2,Medium,National,Good,Medium,Upward,8
SHG_328,2027-05-31,44,Services,31792,15296,31035,6980,Default,8,0.575304051609137,Rural,National,7,Medium,None,Good,Low,Stable,3
SHG_329,2027-06-30,34,Services,69129,4155,35620,18058,Default,7,0.6086154432265054,Rural,National,8,Medium,None,Good,High,Stable,5
SHG_330,2027-07-31,33,Services,84478,9321,24877,11101,Pending,7,0.7319950657322125,Rural,National,7,Low,Local,Good,Medium,Upward,7
SHG_331,2027-08-31,22,Handicrafts,77298,4814,48404,7950,Pending,6,0.6320021749797329,Urban,Regional,3,Medium,Local,Good,High,Downward,5
SHG_332,2027-09-30,16,Handicrafts,41987,14125,35911,9122,Paid,3,0.7076204861670202,Rural,Regional,0,Low,National,Good,High,Downward,4
SHG_333,2027-10-31,45,Handicrafts,25850,4216,37784,12576,Pending,19,0.9442320549614603,Urban,National,3,Medium,None,Average,Low,Stable,2
SHG_334,2027-11-30,29,Services,22112,3113,8191,1089,Default,15,0.9121634459396346,Rural,National,8,High,None,Average,Low,Upward,3
SHG_335,2027-12-31,10,Handicrafts,34058,11238,38160,4578,Default,4,0.815019939239991,Rural,Local,1,Low,Local,Average,Medium,Downward,3
SHG_336,2028-01-31,17,Handicrafts,55420,14760,30000,9127,Pending,12,0.9290601971255518,Rural,Local,2,Low,National,Average,Medium,Downward,5
SHG_337,2028-02-29,25,Agriculture,48890,13588,44040,10487,Pending,6,0.8918861945086246,Rural,Regional,9,Medium,National,Poor,Medium,Stable,4
SHG_338,2028-03-31,23,Handicrafts,76017,4374,8631,155,Pending,19,0.7144924659204452,Urban,Regional,7,Medium,Local,Average,High,Upward,7
SHG_339,2028-04-30,21,Handicrafts,57304,7430,11172,1958,Pending,4,0.6005325760249726,Urban,Local,5,Low,None,Good,Low,Downward,6
SHG_340,2028-05-31,32,Services,42921,12970,47080,10693,Paid,15,0.7571005200046697,Rural,National,7,High,Local,Average,Low,Stable,3
SHG_341,2028-06-30,24,Services,11524,1629,28561,6344,Pending,9,0.8681144412642751,Rural,Regional,6,High,Local,Average,Low,Downward,1
SHG_342,2028-07-31,37,Services,25048,17653,29817,5779,Paid,5,0.7182097993647965,Rural,National,4,Medium,Local,Good,Medium,Downward,3
SHG_343,2028-08-31,43,Services,45111,11831,25281,3830,Default,13,0.8333859548919487,Rural,Local,8,High,Local,Average,Low,Downward,5
SHG_344,2028-09-30,11,Services,47904,6724,33671,9046,Pending,18,0.5471637131455218,Rural,Regional,3,High,None,Average,Low,Stable,4
SHG_345,2028-10-31,41,Services,64912,12083,30364,9794,Paid,5,0.8740023681857017,Rural,Regional,5,Medium,Local,Average,Low,Upward,6
SHG_346,2028-11-30,32,Handicrafts,44008,14149,46674,441,Pending,16,0.906356809946531,Rural,Local,1,High,None,Poor,Medium,Stable,4
SHG_347,2028-12-31,31,Services,10060,10472,32425,14478,Default,19,0.8534189278902706,Rural,Regional,1,Medium,Local,Average,Low,Upward,1
SHG_348,2029-01-31,34,Services,84666,7276,33602,4628,Default,14,0.9836317937631828,Urban,Local,1,Low,National,Good,Medium,Downward,7
SHG_349,2029-02-28,31,Agriculture,93559,16635,28253,6370,Default,16,0.9133260287303202,Urban,Regional,9,Medium,None,Good,Low,Upward,8
SHG_350,2029-03-31,31,Handicrafts,65337,6895,28472,9528,Pending,15,0.9515468639382691,Urban,Local,6,Low,National,Average,Low,Downward,5
SHG_351,2029-04-30,15,Handicrafts,23350,14994,13080,17332,Pending,4,0.966785541728824,Rural,Regional,1,Low,Local,Average,Low,Downward,3
SHG_352,2029-05-31,24,Handicrafts,34354,11552,12099,11565,Paid,7,0.9006739959369043,Rural,National,1,High,Local,Average,Medium,Stable,4
SHG_353,2029-06-30,46,Services,55186,17959,30431,8179,Default,16,0.8371294210032496,Rural,National,8,High,Local,Good,Medium,Downward,5
SHG_354,2029-07-31,42,Services,38145,7099,36186,16013,Pending,8,0.5028592906803946,Urban,National,6,High,None,Good,Low,Stable,3
SHG_355,2029-08-31,17,Services,44020,10499,35111,16843,Default,17,0.7329128766115623,Rural,Regional,2,Medium,National,Poor,High,Upward,4
SHG_356,2029-09-30,14,Agriculture,96123,4178,44851,392,Default,16,0.7855811493111805,Urban,Regional,2,High,None,Poor,Medium,Upward,7
SHG_357,2029-10-31,48,Services,85186,7116,27614,12130,Paid,10,0.6520151362239999,Rural,National,6,Low,None,Poor,Medium,Downward,7
SHG_358,2029-11-30,13,Agriculture,95469,16563,31724,18171,Paid,10,0.659052223451736,Urban,National,4,High,Local,Good,Low,Stable,8
SHG_359,2029-12-31,15,Handicrafts,30581,4568,46991,10449,Paid,2,0.9805797078550826,Urban,Local,9,High,National,Poor,High,Downward,2
SHG_360,2030-01-31,41,Services,98929,10847,9940,17522,Paid,9,0.945855432601373,Urban,Local,5,Medium,Local,Average,Low,Stable,9
SHG_361,2030-02-28,39,Agriculture,33051,15135,33758,7418,Default,17,0.9245895027508522,Rural,Local,7,Medium,None,Average,Medium,Stable,3
SHG_362,2030-03-31,44,Agriculture,61474,19587,41224,2454,Paid,11,0.7030059008530554,Urban,National,8,Low,Local,Good,Medium,Stable,5
SHG_363,2030-04-30,49,Services,79626,18774,12788,17761,Paid,10,0.5068492752044573,Rural,National,0,Medium,National,Poor,Low,Upward,8
SHG_364,2030-05-31,25,Handicrafts,16960,2742,33082,15223,Paid,17,0.540111123227857,Rural,National,2,High,Local,Average,Low,Stable,1
SHG_365,2030-06-30,22,Handicrafts,45772,19309,29034,6701,Paid,4,0.6560981841088018,Rural,Local,6,Medium,National,Good,High,Upward,5
SHG_366,2030-07-31,39,Handicrafts,31520,1619,40479,2597,Default,16,0.5078714564978385,Rural,Regional,5,Low,National,Poor,High,Stable,2
SHG_367,2030-08-31,28,Agriculture,59481,18658,16280,141,Paid,15,0.5085748909575991,Rural,National,6,High,Local,Average,Medium,Upward,6
SHG_368,2030-09-30,26,Agriculture,46408,18340,23052,2659,Default,5,0.9583016508212054,Urban,Regional,7,Low,None,Poor,High,Upward,5
SHG_369,2030-10-31,28,Agriculture,67134,2939,21531,9031,Pending,6,0.8530792510595271,Rural,Regional,5,Medium,Local,Good,High,Upward,6
SHG_370,2030-11-30,37,Agriculture,30491,17001,27804,15037,Default,17,0.6544779950340763,Rural,Regional,2,Medium,None,Poor,Medium,Downward,3
SHG_371,2030-12-31,35,Handicrafts,11341,1968,33903,13970,Default,1,0.5663222888004766,Rural,Local,1,Low,None,Good,Medium,Stable,1
SHG_372,2031-01-31,46,Services,54623,15846,49857,5661,Paid,19,0.7558178589475386,Rural,Regional,6,High,Local,Poor,Medium,Downward,4
SHG_373,2031-02-28,35,Agriculture,10338,1281,15142,6142,Pending,4,0.5026730804271822,Rural,National,0,Medium,None,Average,Medium,Stable,2
